Day,Susceptibles,Infected,Recovered,Vaccinated (% of population),Deaths (thousands),Mean Unemployment Rate (%),US Debt (USD),US GDP (USD),Post-productivity (trillion $),Current Subsidy Quantitative Policy Level,Total Subsidies (USD),US Tax Wedge ('%' of GDP),US Federal Deficit (USD),US Federal Interest Payment (USD),Federal Reserve Fund Rate (%),US Treasury Yield Long Term (%),US Government Revenue (USD),US Health Index,Defense Imperialism Spending (USD),Income Security Spending (USD),Social Security Spending (USD),Medicare Medicaid Spending (USD),Federal Reserve Balance Sheet (USD),Inflation,US Treasury Yield,Defense Imperialism Index,Income Security Index,Social Security Index,Medicare Medicaid Index,Inflation Index,US Treasury Yield Index,Health Index,Economic Index,Reward,Reward Social Welfare
358,263735730.0,819526.75,64182652.0,0.1147044930466737,530.325,0.05764048221319259,20251255291469.82,21466585914800.0,18826605000000.0,3,3224333532273.9653,0.1630441,9454854722.534466,1064774210.534464,1.75,0.0192,9589041000.0,[244.61093],1852054800.0,830136960.0,2843835600.0,3446575400.0,4173626000000.0,0.017,0.0192,[0.],[0.],[0.],[0.],[0.],[0.],[244.61093],[196.56723],0.7996331572993599,0.7996331572993599
359,262998000.0,801063.6,64938840.0,0.11682668207947147,531.566,0.05746906602644521,20260710643543.64,21466585914800.0,18883084000000.0,3,3233340050520.5405,0.1630441,9455352073.820206,1065271561.8202038,1.75,0.0192,9589041000.0,[245.346],1852054800.0,830136960.0,2843835600.0,3446575400.0,4173626000000.0,0.017,0.0192,[0.],[0.],[0.],[0.],[0.],[0.],[245.346],[197.28833],0.7291802867999322,0.7291802867999322
360,262028740.0,783637.5,65925516.0,0.11965406509421322,532.758,0.05726177931966935,20270166492994.91,21466585914800.0,18939682000000.0,3,3242346568767.1157,0.1630441,9455849451.267986,1065768939.2679851,1.75,0.0192,9589041000.0,[246.09206],1852054800.0,830136960.0,2843835600.0,3446575400.0,4173626000000.0,0.017,0.0192,[0.],[0.],[0.],[0.],[0.],[0.],[246.09206],[198.018],0.7391629797492115,0.7391629797492115
361,261014290.0,766979.7,66956636.0,0.12262040378694863,534.386,0.057100027366481204,20279622839849.79,21466585914800.0,18996292000000.0,3,3251353087013.691,0.1630441,9456346854.879185,1066266342.8791841,1.75,0.0192,9589041000.0,[246.7402],1852054800.0,830136960.0,2843835600.0,3446575400.0,4173626000000.0,0.017,0.0192,[0.],[0.],[0.],[0.],[0.],[0.],[246.7402],[198.74423],0.681018854108002,0.681018854108002
362,260039820.0,751247.2,67946840.0,0.12546590457791915,535.403,0.05694380869653016,20289079684134.445,21466585914800.0,19052920000000.0,3,3260359605260.266,0.1630441,9456844284.655178,1066763772.655177,1.75,0.0192,9589041000.0,[247.52557],1852054800.0,830136960.0,2843835600.0,3446575400.0,4173626000000.0,0.017,0.0192,[0.],[0.],[0.],[0.],[0.],[0.],[247.52557],[199.47098],0.7606858117307476,0.7606858117307476
363,258915650.0,736672.06,69085600.0,0.1287666738144072,536.125,0.056844659804924966,20298537025875.043,21466585914800.0,19109589000000.0,3,3269366123506.8413,0.1630441,9457341740.59734,1067261228.5973402,1.75,0.0192,9589041000.0,[248.37718],1852054800.0,830136960.0,2843835600.0,3446575400.0,4173626000000.0,0.017,0.0192,[0.],[0.],[0.],[0.],[0.],[0.],[248.37718],[200.20045],0.8001892088636922,0.8001892088636922
364,257788530.0,723199.8,70226210.0,0.1320762646679308,536.829,0.05677420246224351,20307994865097.75,21466585914800.0,19166230000000.0,3,3278372641753.4165,0.1630441,9457839222.70705,1067758710.7070502,1.75,0.0192,9589041000.0,[249.23283],1852054800.0,830136960.0,2843835600.0,3446575400.0,4173626000000.0,0.017,0.0192,[0.],[0.],[0.],[0.],[0.],[0.],[249.23283],[200.92621],0.8009668742856699,0.8009668742856699
365,256990620.0,710911.3,71036380.0,0.13438363465198824,537.38,0.05664139758067944,20317453201828.734,20789325905384.74,19222917000000.0,3,3287379159999.9917,0.1630441,9458336730.985683,1068256218.9856832,1.75,0.033871094574182026,9589041000.0,[250.12285],1852054800.0,830136960.0,2843835600.0,3446575400.0,4173626000000.0,0.043572638597313994,0.033871094574182026,[2.8089497],[0.27667317],[11.024887],[0.94337237],[0.],[0.],[250.12285],[201.603],0.8002452157709263,0.8002452157709263
366,256347580.0,699658.9,71690680.0,0.13621949224743518,538.293,0.05632550155851204,20328031221134.01,20789325905384.74,19278118000000.0,3,3296385678246.567,0.1630441,10578019305.275776,1885409257.2757766,1.75,0.033871094574182026,9286512000.0,[250.93156],1852054800.0,830136960.0,2843835600.0,3446575400.0,4173626000000.0,0.043572638597313994,0.033871094574182026,[2.8089497],[0.27667317],[11.024887],[0.94337237],[0.],[0.],[250.93156],[202.15236],0.6995275761766929,0.6995275761766929
367,255474380.0,689219.9,72574290.0,0.13875539686757643,539.744,0.05604783964135126,20338610222053.24,20789325905384.74,19333376000000.0,3,3305392196493.142,0.1630441,10579000919.227276,1886390871.2272742,1.75,0.033871094574182026,9286512000.0,[251.61946],1852054800.0,830136960.0,2843835600.0,3446575400.0,4173626000000.0,0.043572638597313994,0.033871094574182026,[2.8089497],[0.27667317],[11.024887],[0.94337237],[0.],[0.],[251.61946],[202.7714],0.6589079363262691,0.6589079363262691
368,254401920.0,679164.5,73656840.0,0.14189867894642247,541.085,0.05583602957439202,20349190204677.508,20789325905384.74,19388684000000.0,3,3314398714739.7173,0.1630441,10579982624.270111,1887372576.270111,1.75,0.033871094574182026,9286512000.0,[252.33206],1852054800.0,830136960.0,2843835600.0,3446575400.0,4173626000000.0,0.043572638597313994,0.033871094574182026,[2.8089497],[0.27667317],[11.024887],[0.94337237],[0.],[0.],[252.33206],[203.39233],0.6740110505163617,0.6740110505163617
369,253115170.0,669662.0,74953096.0,0.14569423747274712,542.233,0.055546741374365834,20359771169097.92,20789325905384.74,19444050000000.0,3,3323405232986.2925,0.1630441,10580964420.412743,1888354372.4127407,1.75,0.033871094574182026,9286512000.0,[253.08801],1852054800.0,830136960.0,2843835600.0,3446575400.0,4173626000000.0,0.043572638597313994,0.033871094574182026,[2.8089497],[0.27667317],[11.024887],[0.94337237],[0.],[0.],[253.08801],[204.01598],0.7002466887997547,0.7002466887997547
370,251652020.0,661075.6,76424824.0,0.15002563926942944,543.034,0.055425538440171895,20370353115405.586,20789325905384.74,19499428000000.0,3,3332411751232.8677,0.1630441,10581946307.663616,1889336259.6636171,1.75,0.033871094574182026,9286512000.0,[253.92188],1852054800.0,830136960.0,2843835600.0,3446575400.0,4173626000000.0,0.043572638597313994,0.033871094574182026,[2.8089497],[0.27667317],[11.024887],[0.94337237],[0.],[0.],[253.92188],[204.63809],0.7447200733832127,0.7447200733832127
371,250183740.0,653240.1,77900904.0,0.15437214124092702,543.476,0.05530845428855247,20380936043691.617,20789325905384.74,19554814000000.0,3,3341418269479.443,0.1630441,10582928286.031197,1890318238.031195,1.75,0.033871094574182026,9286512000.0,[254.83636],1852054800.0,830136960.0,2843835600.0,3446575400.0,4173626000000.0,0.043572638597313994,0.033871094574182026,[2.8089497],[0.27667317],[11.024887],[0.94337237],[0.],[0.],[254.83636],[205.26062],0.7915748182303182,0.7915748182303182
372,249137330.0,646000.94,78954584.0,0.15743539604357654,544.11,0.055195279025860834,20391519954047.14,20789325905384.74,19610212000000.0,3,3350424787726.018,0.1630441,10583910355.52393,1891300307.5239289,1.75,0.033871094574182026,9286512000.0,[255.70773],1852054800.0,830136960.0,2843835600.0,3446575400.0,4173626000000.0,0.043572638597313994,0.033871094574182026,[2.8089497],[0.27667317],[11.024887],[0.94337237],[0.],[0.],[255.70773],[205.88356],0.7667787901293952,0.7667787901293952
373,248295540.0,639197.0,79803190.0,0.15987650174189216,544.997,0.05508582101007174,20402104846563.29,20789325905384.74,19665620000000.0,3,3359431305972.5933,0.1630441,10584892516.150276,1892282468.1502755,1.75,0.033871094574182026,9286512000.0,[256.52228],1852054800.0,830136960.0,2843835600.0,3446575400.0,4173626000000.0,0.043572638597313994,0.033871094574182026,[2.8089497],[0.27667317],[11.024887],[0.94337237],[0.],[0.],[256.52228],[206.50688],0.734045222866073,0.734045222866073
374,247094320.0,632616.7,81010960.0,0.16341156095909545,546.066,0.05497989164109685,20412690721331.207,20789325905384.74,19721036000000.0,3,3368437824219.1685,0.1630441,10585874767.918694,1893264719.918692,1.75,0.033871094574182026,9286512000.0,[257.29596],1852054800.0,830136960.0,2843835600.0,3446575400.0,4173626000000.0,0.043572638597313994,0.033871094574182026,[2.8089497],[0.27667317],[11.024887],[0.94337237],[0.],[0.],[257.29596],[207.13057],0.7105372533657516,0.7105372533657516
375,245594350.0,625963.6,82517590.0,0.16785715706733384,547.162,0.054877317528532366,20423277578442.043,20789325905384.74,19776460000000.0,3,3377444342465.7437,0.1630441,10586857110.837635,1894247062.8376362,1.75,0.033871094574182026,9286512000.0,[258.06357],1852054800.0,830136960.0,2843835600.0,3446575400.0,4173626000000.0,0.043572638597313994,0.033871094574182026,[2.8089497],[0.27667317],[11.024887],[0.94337237],[0.],[0.],[258.06357],[207.75462],0.7071786350362641,0.7071786350362641
376,243690140.0,619384.0,84428376.0,0.1735336668618414,548.052,0.05435538503565862,20433865417986.957,20789325905384.74,19832030000000.0,3,3386450860712.319,0.1630441,10587839544.915565,1895229496.9155664,1.75,0.033871094574182026,9286512000.0,[258.87744],1852054800.0,830136960.0,2843835600.0,3446575400.0,4173626000000.0,0.043572638597313994,0.033871094574182026,[2.8089497],[0.27667317],[11.024887],[0.94337237],[0.],[0.],[258.87744],[208.39024],0.7388305631021923,0.7388305631021923
377,241796350.0,613192.56,86328376.0,0.17917873519645966,548.807,0.054246973446166157,20444454240057.117,20789325905384.74,19887674000000.0,3,3395457378958.894,0.1630441,10588822070.160942,1896212022.1609418,1.75,0.033871094574182026,9286512000.0,[259.72165],1852054800.0,830136960.0,2843835600.0,3446575400.0,4173626000000.0,0.043572638597313994,0.033871094574182026,[2.8089497],[0.27667317],[11.024887],[0.94337237],[0.],[0.],[259.72165],[209.0261],0.7564859874931404,0.7564859874931404
378,240208460.0,607113.4,87922350.0,0.1838942241149938,549.114,0.054106630644942096,20455044044743.7,20789325905384.74,19943328000000.0,3,3404463897205.469,0.1630441,10589804686.582222,1897194638.582223,1.75,0.033871094574182026,9286512000.0,[260.66644],1852054800.0,830136960.0,2843835600.0,3446575400.0,4173626000000.0,0.043572638597313994,0.033871094574182026,[2.8089497],[0.27667317],[11.024887],[0.94337237],[0.],[0.],[260.66644],[209.65988],0.8138676295237821,0.8138676295237821
379,239205440.0,601098.6,88931384.0,0.18683176174907673,549.575,0.05397113669115065,20465634832137.887,20789325905384.74,19998997000000.0,3,3413470415452.0444,0.1630441,10590787394.18787,1898177346.1878703,1.75,0.033871094574182026,9286512000.0,[261.57666],1852054800.0,830136960.0,2843835600.0,3446575400.0,4173626000000.0,0.043572638597313994,0.033871094574182026,[2.8089497],[0.27667317],[11.024887],[0.94337237],[0.],[0.],[261.57666],[210.29414],0.7940443969557966,0.7940443969557966
380,238551150.0,595236.44,89591520.0,0.18870925737693123,550.4,0.0537622985965513,20476226602330.875,20789325905384.74,20054750000000.0,3,3422476933698.6196,0.1630441,10591770192.986347,1899160144.9863458,1.75,0.033871094574182026,9286512000.0,[262.40515],1852054800.0,830136960.0,2843835600.0,3446575400.0,4173626000000.0,0.043572638597313994,0.033871094574182026,[2.8089497],[0.27667317],[11.024887],[0.94337237],[0.],[0.],[262.40515],[210.93481],0.7494108961178756,0.7494108961178756
381,237131040.0,589253.8,91017600.0,0.19291798394195575,552.996,0.05362317865396458,20486819355413.86,20789325905384.74,20110513000000.0,3,3431483451945.195,0.1630441,10592753082.98611,1900143034.986112,1.75,0.033871094574182026,9286512000.0,[262.83594],1852054800.0,830136960.0,2843835600.0,3446575400.0,4173626000000.0,0.043572638597313994,0.033871094574182026,[2.8089497],[0.27667317],[11.024887],[0.94337237],[0.],[0.],[262.83594],[211.57303],0.5181052798332179,0.5181052798332179
382,235336110.0,582839.3,92818970.0,0.19826960270685662,553.999,0.05349736110148,20497413091478.055,20789325905384.74,20166287000000.0,3,3440489970191.77,0.1630441,10593736064.195633,1901126016.195632,1.75,0.033871094574182026,9286512000.0,[263.62445],1852054800.0,830136960.0,2843835600.0,3446575400.0,4173626000000.0,0.043572638597313994,0.033871094574182026,[2.8089497],[0.27667317],[11.024887],[0.94337237],[0.],[0.],[263.62445],[212.21165],0.7254076708427113,0.7254076708427113
383,233321360.0,576475.1,94840090.0,0.20429103164357834,554.895,0.053005771929271465,20508007810614.68,20789325905384.74,20222172000000.0,3,3449496488438.345,0.1630441,10594719136.623371,1902109088.6233697,1.75,0.033871094574182026,9286512000.0,[264.43698],1852054800.0,830136960.0,2843835600.0,3446575400.0,4173626000000.0,0.043572638597313994,0.033871094574182026,[2.8089497],[0.27667317],[11.024887],[0.94337237],[0.],[0.],[264.43698],[212.85873],0.7428792015795757,0.7428792015795757
384,230827090.0,570158.06,97340660.0,0.21177237127706316,555.651,0.052787461243138135,20518603512914.957,20789325905384.74,20278107000000.0,3,3458503006684.9204,0.1630441,10595702300.27779,1903092252.2777903,1.75,0.033871094574182026,9286512000.0,[265.28094],1852054800.0,830136960.0,2843835600.0,3446575400.0,4173626000000.0,0.043572638597313994,0.033871094574182026,[2.8089497],[0.27667317],[11.024887],[0.94337237],[0.],[0.],[265.28094],[213.50562],0.7610009102322689,0.7610009102322689
385,228885000.0,563882.25,99289064.0,0.2175753891437336,555.943,0.052653689025637065,20529200198470.125,20789325905384.74,20334055000000.0,3,3467509524931.4956,0.1630441,10596685555.167358,1904075507.167359,1.75,0.033871094574182026,9286512000.0,[266.22913],1852054800.0,830136960.0,2843835600.0,3446575400.0,4173626000000.0,0.043572638597313994,0.033871094574182026,[2.8089497],[0.27667317],[11.024887],[0.94337237],[0.],[0.],[266.22913],[214.15135],0.8208463906059268,0.8208463906059268
386,227446270.0,557720.8,100733920.0,0.2218480450548333,556.391,0.05252514893961912,20539797867371.426,20789325905384.74,20390013000000.0,3,3476516043178.071,0.1630441,10597668901.30054,1905058853.3005424,1.75,0.033871094574182026,9286512000.0,[267.14227],1852054800.0,830136960.0,2843835600.0,3446575400.0,4173626000000.0,0.043572638597313994,0.033871094574182026,[2.8089497],[0.27667317],[11.024887],[0.94337237],[0.],[0.],[267.14227],[214.79753],0.8007503011031754,0.8007503011031754
387,226245170.0,551662.25,101941080.0,0.22539900751819575,557.241,0.052429364430235055,20550396519710.113,20789325905384.74,20446014000000.0,3,3485522561424.646,0.1630441,10598652338.685806,1906042290.6858077,1.75,0.033871094574182026,9286512000.0,[267.96515],1852054800.0,830136960.0,2843835600.0,3446575400.0,4173626000000.0,0.043572638597313994,0.033871094574182026,[2.8089497],[0.27667317],[11.024887],[0.94337237],[0.],[0.],[267.96515],[215.44661],0.7496979612875685,0.7496979612875685
388,224805540.0,545561.9,103386824.0,0.22967696856726438,558.166,0.05220836162993745,20560996155577.445,20789325905384.74,20502064000000.0,3,3494529079671.221,0.1630441,10599635867.331623,1907025819.3316228,1.75,0.033871094574182026,9286512000.0,[268.77118],1852054800.0,830136960.0,2843835600.0,3446575400.0,4173626000000.0,0.043572638597313994,0.033871094574182026,[2.8089497],[0.27667317],[11.024887],[0.94337237],[0.],[0.],[268.77118],[216.09825],0.741029508362737,0.741029508362737
389,223001840.0,539332.44,105196730.0,0.23506404414877413,559.068,0.05205336886056064,20571596775064.69,20789325905384.74,20558131000000.0,3,3503535597917.7964,0.1630441,10600619487.246456,1908009439.2464566,1.75,0.033871094574182026,9286512000.0,[269.58237],1852054800.0,830136960.0,2843835600.0,3446575400.0,4173626000000.0,0.043572638597313994,0.033871094574182026,[2.8089497],[0.27667317],[11.024887],[0.94337237],[0.],[0.],[269.58237],[216.74889],0.743594382186399,0.743594382186399
390,220890960.0,533269.75,107313670.0,0.24138647882649472,559.93,0.051813326577150896,20582198378263.13,20789325905384.74,20614251000000.0,3,3512542116164.3716,0.1630441,10601603198.438778,1908993150.4387786,1.75,0.033871094574182026,9286512000.0,[270.40253],1852054800.0,830136960.0,2843835600.0,3446575400.0,4173626000000.0,0.043572638597313994,0.033871094574182026,[2.8089497],[0.27667317],[11.024887],[0.94337237],[0.],[0.],[270.40253],[217.40334],0.7504043315809772,0.7504043315809772
391,219027860.0,527364.25,109182710.0,0.24695607062253203,560.635,0.051582355349603176,20592800965264.047,20789325905384.74,20670423000000.0,3,3521548634410.947,0.1630441,10602587000.917057,1909976952.9170585,1.75,0.033871094574182026,9286512000.0,[271.25797],1852054800.0,830136960.0,2843835600.0,3446575400.0,4173626000000.0,0.043572638597313994,0.033871094574182026,[2.8089497],[0.27667317],[11.024887],[0.94337237],[0.],[0.],[271.25797],[218.0599],0.7717104165090912,0.7717104165090912
392,217233650.0,521777.2,110982504.0,0.2523163528237491,560.981,0.051408709423101655,20603404536158.74,20789325905384.74,20726612000000.0,3,3530555152657.522,0.1630441,10603570894.68977,1910960846.689768,1.75,0.033871094574182026,9286512000.0,[272.194],1852054800.0,830136960.0,2843835600.0,3446575400.0,4173626000000.0,0.043572638597313994,0.033871094574182026,[2.8089497],[0.27667317],[11.024887],[0.94337237],[0.],[0.],[272.194],[218.71558],0.8180083636515272,0.8180083636515272
393,216114880.0,516444.88,112106590.0,0.2556224028627109,561.47,0.0512422150902727,20614009091038.504,20789325905384.74,20782816000000.0,3,3539561670904.097,0.1630441,10604554879.76538,1911944831.7653794,1.75,0.033871094574182026,9286512000.0,[273.09793],1852054800.0,830136960.0,2843835600.0,3446575400.0,4173626000000.0,0.043572638597313994,0.033871094574182026,[2.8089497],[0.27667317],[11.024887],[0.94337237],[0.],[0.],[273.09793],[219.37181],0.7996547299996165,0.7996547299996165
394,215235580.0,511283.0,112991040.0,0.2582006269091272,562.296,0.0509944371613039,20624614629994.656,20789325905384.74,20839074000000.0,3,3548568189150.6724,0.1630441,10605538956.152367,1912928908.1523652,1.75,0.033871094574182026,9286512000.0,[273.92618],1852054800.0,830136960.0,2843835600.0,3446575400.0,4173626000000.0,0.043572638597313994,0.033871094574182026,[2.8089497],[0.27667317],[11.024887],[0.94337237],[0.],[0.],[273.92618],[220.03188],0.7574432064765073,0.7574432064765073
395,213859520.0,506534.5,114372160.0,0.2622907909411946,563.178,0.0508400345276874,20635221153118.516,20789325905384.74,20895347000000.0,3,3557574707397.2476,0.1630441,10606523123.8592,1913913075.8591979,1.75,0.033871094574182026,9286512000.0,[274.74185],1852054800.0,830136960.0,2843835600.0,3446575400.0,4173626000000.0,0.043572638597313994,0.033871094574182026,[2.8089497],[0.27667317],[11.024887],[0.94337237],[0.],[0.],[274.74185],[220.69083],0.7496965189376904,0.7496965189376904
396,212202660.0,501733.06,116034024.0,0.26723607994156656,564.109,0.05070098454964957,20645828660501.41,20789325905384.74,20951597000000.0,3,3566581225643.8228,0.1630441,10607507382.894352,1914897334.8943527,1.75,0.033871094574182026,9286512000.0,[275.54654],1852054800.0,830136960.0,2843835600.0,3446575400.0,4173626000000.0,0.043572638597313994,0.033871094574182026,[2.8089497],[0.27667317],[11.024887],[0.94337237],[0.],[0.],[275.54654],[221.34756],0.7423955771744947,0.7423955771744947
397,210267580.0,496978.28,117974060.0,0.273028657880766,564.856,0.0506426645352342,20656437152234.676,20789325905384.74,21007822000000.0,3,3575587743890.398,0.1630441,10608491733.266304,1915881685.2663043,1.75,0.033871094574182026,9286512000.0,[276.39255],1852054800.0,830136960.0,2843835600.0,3446575400.0,4173626000000.0,0.043572638597313994,0.033871094574182026,[2.8089497],[0.27667317],[11.024887],[0.94337237],[0.],[0.],[276.39255],[222.0029],0.7657272040768802,0.7657272040768802
398,208364750.0,492434.88,119881560.0,0.2787233097869976,565.605,0.05046741854991865,20667046628409.66,20789325905384.74,21064092000000.0,3,3584594262136.973,0.1630441,10609476174.983528,1916866126.9835286,1.75,0.033871094574182026,9286512000.0,[277.2381],1852054800.0,830136960.0,2843835600.0,3446575400.0,4173626000000.0,0.043572638597313994,0.033871094574182026,[2.8089497],[0.27667317],[11.024887],[0.94337237],[0.],[0.],[277.2381],[222.66325],0.7675776423458236,0.7675776423458236
